# no Gd, 5% Enrich
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,5,5,5,-40,5,5,-40,5,5,-40,5,5,5,5,5 
5,5,5,-40,5,5,5,5,5,5,5,5,5,-40,5,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,-40,5,5,-40,5,5,-40,5,5,-40,5,5,-40,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,-40,5,5,-40,5,5,-40,5,5,-40,5,5,-40,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,-40,5,5,-40,5,5,-40,5,5,-40,5,5,-40,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,5,-40,5,5,5,5,5,5,5,5,5,-40,5,5,5 
5,5,5,5,5,-40,5,5,-40,5,5,-40,5,5,5,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 
